model_full_name,year,brand,sub_model,value_type,engine,miles,price
2019 Toyota Corolla SE,2019,Toyota,Corolla,great Value,,25296,22997
2019 Toyota RAV4 LE,2019,Toyota,RAV4,great Value,4 Cyl 2.5 L,23809,31580
2020 Chevrolet Tahoe LT,2020,Chevrolet,Tahoe,great Value,,63505,46995
2018 Chevrolet Colorado Work Truck,2018,Chevrolet,Colorado,great Value,,47383,23970
2018 Audi Q3 Premium,2018,Audi,Q3,great Value,,32204,28575
2015 Chevrolet Corvette LT3,2015,Chevrolet,Corvette,great Value,,11246,52895
2020 Mercedes-Benz GLB 250,2020,Mercedes-Benz,GLB,great Value,,7802,40745
2018 Honda Odyssey Touring,2018,Honda,Odyssey,great Value,,32670,37328
2021 Subaru Outback Limited,2021,Subaru,Outback,great Value,,1540,35988
2018 Toyota 4Runner Limited Edition,2018,Toyota,4Runner,great Value,,35378,44976
2020 Jeep Grand Cherokee Summit,2020,Jeep,Grand,great Value,,9931,53450
2018 Mercedes-Benz GLA 250,2018,Mercedes-Benz,GLA,great Value,,31141,31498
2015 Toyota Tundra SR5,2015,Toyota,Tundra,great Value,,73817,34000
2018 Mercedes-Benz GLE 350,2018,Mercedes-Benz,GLE,great Value,,51899,37998
2019 Volkswagen Jetta,2019,Volkswagen,Jetta,great Value,,27368,18999
2018 Audi A5 Premium Plus,2018,Audi,A5,great Value,,13693,39498
2020 Mercedes-Benz GLA 250,2020,Mercedes-Benz,GLA,great Value,,3368,39398
2019 Mercedes-Benz GLS 450,2019,Mercedes-Benz,GLS,great Value,,22885,61980
2016 Mercedes-Benz CLA 45 AMG,2016,Mercedes-Benz,CLA,great Value,,81311,30988
2019 Chevrolet Colorado Work Truck,2019,Chevrolet,Colorado,great Value,,2660,32852
2019 Toyota Tundra SR5,2019,Toyota,Tundra,great Value,,8987,47852
2020 GMC Savana 2500 Work Van,2020,GMC,Savana,great Value,,4998,45915
2014 Buick Enclave Premium,2014,Buick,Enclave,great Value,,121211,17990
2020 GMC Sierra 1500 Elevation,2020,GMC,Sierra,great Value,,9328,45995
2018 Ford Mustang GT,2018,Ford,Mustang,great Value,,18588,36888
2017 Ford F-350 XL,2017,Ford,F-350,great Value,,27189,47912
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,4 Cyl 1.5 L,28050,27899
2015 Toyota Tundra SR5,2015,Toyota,Tundra,great Value,,73817,34000
2020 Jeep Grand Cherokee Summit,2020,Jeep,Grand,great Value,,9931,53450
2020 Hyundai Santa Fe Limited Edition,2020,Hyundai,Santa,great Value,,11663,37999
2018 Audi A5 Premium Plus,2018,Audi,A5,great Value,,13693,39498
2021 Subaru Outback Limited,2021,Subaru,Outback,great Value,,1540,35988
2018 Jeep Wrangler Sahara,2018,Jeep,Wrangler,great Value,,39571,42498
2017 Honda Fit EX,2017,Honda,Fit,great Value,,61077,17599
2017 Jeep Renegade Sport,2017,Jeep,Renegade,great Value,,35219,20967
2019 Subaru Ascent Limited,2019,Subaru,Ascent,great Value,,32233,38988
2017 Jaguar XE R-Sport 35t,2017,Jaguar,XE,great Value,,19358,36435
2019 BMW 5 Series 530i xDrive,2019,BMW,5,great Value,,6873,44499
2018 Ram 2500 SLT Big Horn,2018,Ram,2500,great Value,,51023,55991
2016 Ford F-150 Platinum,2016,Ford,F-150,great Value,,63871,41791
2018 Ford Explorer Platinum,2018,Ford,Explorer,great Value,,57235,39445
2019 Volkswagen Jetta SEL,2019,Volkswagen,Jetta,great Value,,7421,23499
2019 Volkswagen Jetta,2019,Volkswagen,Jetta,great Value,,19143,20499
2019 Subaru Crosstrek Limited,2019,Subaru,Crosstrek,great Value,,19162,30488
2019 Honda Accord Sport,2019,Honda,Accord,great Value,,18970,30998
2021 Hyundai Elantra SEL,2021,Hyundai,Elantra,great Value,,8377,22999
2017 Hyundai Santa Fe SE Ultimate,2017,Hyundai,Santa,great Value,,19257,29988
2019 Jeep Cherokee Latitude Plus,2019,Jeep,Cherokee,great Value,,11923,25998
2020 Jeep Wrangler Rubicon,2020,Jeep,Wrangler,great Value,,20316,57999
2019 Hyundai Sonata SE,2019,Hyundai,Sonata,great Value,,17937,21695
2014 Buick Enclave Premium,2014,Buick,Enclave,great Value,,121211,17990
2017 Jeep Renegade Sport,2017,Jeep,Renegade,great Value,4 Cyl 2.4 L,35219,20967
2021 Hyundai Elantra SEL,2021,Hyundai,Elantra,great Value,,8377,22999
2019 Subaru Crosstrek Limited,2019,Subaru,Crosstrek,great Value,,19162,30488
2019 Toyota 4Runner TRD Off Road Premium,2019,Toyota,4Runner,great Value,,39765,46215
2014 Infiniti QX80 Base,2014,Infiniti,QX80,great Value,,50030,31550
2017 Ford Escape S,2017,Ford,Escape,great Value,,30693,19995
2018 Mercedes-Benz C-Class C 300,2018,Mercedes-Benz,C-Class,great Value,,32912,34974
2018 Infiniti QX60 Base,2018,Infiniti,QX60,great Value,,30341,33998
2018 Audi A3 Premium,2018,Audi,A3,great Value,,10117,29492
2018 Mini Cooper S,2018,Mini,Cooper,good Value,,24004,26994
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,Silverado,great Value,,158016,24999
2019 Jeep Wrangler Sahara,2019,Jeep,Wrangler,great Value,,11762,47571
2018 Hyundai Sonata SE,2018,Hyundai,Sonata,great Value,,34644,18741
2018 Tesla Model S,2018,Tesla,Model,great Value,,15215,60998
2019 Hyundai Elantra Limited Edition,2019,Hyundai,Elantra,great Value,,8201,22599
2014 Lexus GX 460,2014,Lexus,GX,great Value,,27862,39880
2020 Ford F-150 XLT,2020,Ford,F-150,great Value,,18356,43988
2017 Nissan Murano SV,2017,Nissan,Murano,great Value,,60694,22999
2014 Ram 1500 Laramie,2014,Ram,1500,great Value,,103867,27999
2018 Ford Flex SEL,2018,Ford,Flex,great Value,,31725,28771
2019 Hyundai Kona SEL,2019,Hyundai,Kona,great Value,,28707,23988
2019 Honda Pilot EXL,2019,Honda,Pilot,great Value,,27630,35988
2018 Mini Cooper S,2018,Mini,Cooper,great Value,,33067,28988
2017 Mercedes-Benz C-Class C 300,2017,Mercedes-Benz,C-Class,great Value,,29440,25498
2014 Jeep Cherokee Trailhawk,2014,Jeep,Cherokee,great Value,,83363,17988
2020 Acura ILX,2020,Acura,ILX,good Value,4 Cyl 2.4 L,9863,31488
2021 Kia Soul GT-Line,2021,Kia,Soul,good Value,,4656,24998
2019 Ford Ranger XLT,2019,Ford,Ranger,good Value,,30042,38998
2019 Kia Rio S,2019,Kia,Rio,good Value,,31174,19733
2018 Kia Sportage LX,2018,Kia,Sportage,good Value,,43581,23998
2016 Hyundai Elantra Base,2016,Hyundai,Elantra,great Value,,80863,12691
2019 Volkswagen Tiguan SE,2019,Volkswagen,Tiguan,great Value,,21205,28871
2021 Honda Accord Sport,2021,Honda,Accord,great Value,,8112,33900
2011 Infiniti M37 Base,2011,Infiniti,M37,great Value,,143084,12588
2014 Maserati Ghibli,2014,Maserati,Ghibli,great Value,,63409,26888
2012 Honda Accord EX,2012,Honda,Accord,great Value,,204954,7490
2018 Mazda Mazda3 Touring,2018,Mazda,Mazda3,great Value,,35422,21995
2018 Toyota Highlander XLE,2018,Toyota,Highlander,great Value,,73019,32788
2005 Scion tC Base,2005,Scion,tC,great Value,,154000,6488
2005 Toyota 4Runner SR5,2005,Toyota,4Runner,great Value,,175274,10995
2002 Buick LeSabre Custom,2002,Buick,LeSabre,great Value,,134654,4499
2017 Jeep Wrangler Sahara,2017,Jeep,Wrangler,great Value,,48078,37852
2002 Volkswagen Passat GLX,2002,Volkswagen,Passat,great Value,,173507,4499
2019 Jeep Grand Cherokee SRT,2019,Jeep,Grand,great Value,,9380,65730
2018 Nissan Pathfinder SL,2018,Nissan,Pathfinder,great Value,,5567,32498
2017 Porsche Cayenne S Platinum Edition,2017,Porsche,Cayenne,great Value,,61375,47988
2018 Ford F-150 XLT,2018,Ford,F-150,great Value,,33729,37450
2020 BMW X4 M,2020,BMW,X4,great Value,,13619,66950
2018 Jeep Compass Limited Edition,2018,Jeep,Compass,great Value,,48465,24650
2021 Honda Civic Sport Touring,2021,Honda,Civic,great Value,,5410,31648
2011 Ford Fusion SEL,2011,Ford,Fusion,great Value,4 Cyl 2.5 L,136868,7995
2015 Dodge Dart SXT,2015,Dodge,Dart,great Value,,111045,10599
2014 Chevrolet Malibu LS LS1,2014,Chevrolet,Malibu,great Value,,129761,8695
2021 Toyota Tacoma SR5,2021,Toyota,Tacoma,great Value,,7878,38995
2018 Volkswagen Atlas SEL Premium,2018,Volkswagen,Atlas,great Value,,31639,40998
2019 Honda Civic Sport,2019,Honda,Civic,great Value,,16885,23995
2013 Chevrolet Spark LT LT1,2013,Chevrolet,Spark,great Value,,96138,6990
2017 Mercedes-Benz S-Class S 550,2017,Mercedes-Benz,S-Class,fair Value,,12981,67995
2014 Kia Optima SXL,2014,Kia,Optima,great Value,,87855,16799
2004 Chevrolet Aveo SVM,2004,Chevrolet,Aveo,good Value,,109837,4440
2017 Honda Odyssey Touring Elite,2017,Honda,Odyssey,great Value,,77602,28866
2019 Toyota Camry SE,2019,Toyota,Camry,good Value,,14416,28931
2020 Jeep Grand Cherokee Laredo E,2020,Jeep,Grand,good Value,,33524,35995
2017 Chevrolet Equinox Premier,2017,Chevrolet,Equinox,good Value,,18621,27730
2017 Toyota Tacoma TRD Sport,2017,Toyota,Tacoma,good Value,,76740,34995
2020 Buick Encore GX Essence,2020,Buick,Encore,good Value,,9261,31997
2018 Subaru Crosstrek Premium,2018,Subaru,Crosstrek,good Value,,25522,27999
2018 Subaru Impreza 2.0i Premium,2018,Subaru,Impreza,good Value,,40903,22555
2018 Toyota Camry XLE,2018,Toyota,Camry,good Value,,10265,29638
2013 Ford Mustang,2013,Ford,Mustang,great Value,,92978,13914
2015 Acura TLX Base,2015,Acura,TLX,great Value,,67339,20288
2012 Dodge Avenger SXT,2012,Dodge,Avenger,great Value,,109937,6495
2020 Volkswagen Tiguan SEL,2020,Volkswagen,Tiguan,good Value,,18313,34562
2020 Toyota Tundra SR5,2020,Toyota,Tundra,good Value,,6321,48277
2019 Kia Sportage SX Turbo,2019,Kia,Sportage,good Value,,18618,33491
2019 Lexus ES 350,2019,Lexus,ES,great Value,6 Cyl 3.5 L,25197,37991
2019 Mini Cooper Countryman S,2019,Mini,Cooper,good Value,,17768,34284
2018 Jeep Wrangler Sport,2018,Jeep,Wrangler,great Value,,78181,24598
2019 Mini Cooper Countryman S E,2019,Mini,Cooper,good Value,,33988,33989
2006 Nissan Frontier XE,2006,Nissan,Frontier,great Value,,137033,8847
2019 Chevrolet Silverado 1500 Custom,2019,Chevrolet,Silverado,great Value,,12638,39599
2020 Honda Accord LX,2020,Honda,Accord,great Value,,8806,26988
2013 Lexus RX 350,2013,Lexus,RX,great Value,,154690,15999
2015 Ram 2500 SLT Big Horn,2015,Ram,2500,great Value,,43204,44991
2018 Ram 2500 Laramie,2018,Ram,2500,great Value,,96632,48872
2013 Kia Soul Base,2013,Kia,Soul,great Value,,72998,9110
2016 Hyundai Genesis Base,2016,Hyundai,Genesis,great Value,,19725,26500
2017 Chevrolet Trax Premier,2017,Chevrolet,Trax,great Value,,29593,18995
2002 Nissan Sentra SE-R,2002,Nissan,Sentra,great Value,,117706,3998
2016 Ford F-350 Lariat,2016,Ford,F-350,great Value,,72673,56895
2018 Toyota 4Runner Limited Edition,2018,Toyota,4Runner,great Value,,37505,38950
2018 Hyundai Tucson SE,2018,Hyundai,Tucson,great Value,,59360,19987
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Volkswagen Jetta R-Line,2019,Volkswagen,Jetta,great Value,,22456,22999
2018 Chevrolet Colorado Work Truck,2018,Chevrolet,Colorado,great Value,,34211,32927
2017 Hyundai Tucson Limited Edition,2017,Hyundai,Tucson,great Value,,35482,26750
2018 Jeep Wrangler Sport,2018,Jeep,Wrangler,great Value,,57388,37749
2020 Hyundai Santa Fe SEL,2020,Hyundai,Santa,great Value,,10066,29668
2018 Toyota 4Runner Limited Edition,2018,Toyota,4Runner,great Value,,34748,44409
2018 Ford Expedition XLT,2018,Ford,Expedition,great Value,,44537,48477
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
2018 BMW 3 Series 320i xDrive,2018,BMW,3,great Value,,19308,30486
2013 Nissan Altima SV,2013,Nissan,Altima,great Value,,107412,10650
2019 Land Rover Range Rover Velar R-Dynamic SE,2019,Land,Rover,great Value,,47041,58911
2017 Honda CR-V EXL,2017,Honda,CR-V,great Value,,35973,28000
2019 Toyota 4Runner Limited Edition Nightshade Edition,2019,Toyota,4Runner,great Value,,21624,48500
2020 Ford Ranger XLT,2020,Ford,Ranger,great Value,,4629,35300
2019 Volkswagen Jetta S,2019,Volkswagen,Jetta,great Value,,49474,19230
2018 Audi A3 Premium,2018,Audi,A3,great Value,,125159,15223
2012 Subaru Outback 2.5i Premium,2012,Subaru,Outback,great Value,,140187,10999
2007 Chevrolet Silverado 1500 LT LT1,2007,Chevrolet,Silverado,great Value,,206700,10888
2014 Ram 2500 Tradesman,2014,Ram,2500,great Value,,132299,27688
2014 Lexus IS 250,2014,Lexus,IS,great Value,,87066,22988
2013 Chevrolet Equinox LS,2013,Chevrolet,Equinox,great Value,,115653,10950
2019 Chevrolet Corvette LT1,2019,Chevrolet,Corvette,great Value,8 Cyl 6.2 L,12424,56990
2019 Honda Pilot EX,2019,Honda,Pilot,great Value,,14113,34587
2017 Chevrolet Silverado 1500 LTZ 1LZ,2017,Chevrolet,Silverado,great Value,,44378,39495
2019 GMC Acadia SLE SLE-1,2019,GMC,Acadia,great Value,,42468,28295
2019 Toyota Tacoma TRD Sport,2019,Toyota,Tacoma,great Value,,19878,41977
2019 Toyota Tacoma TRD Pro,2019,Toyota,Tacoma,great Value,,16264,48990
2018 Honda CR-V EX,2018,Honda,CR-V,great Value,,18014,29765
2015 Chevrolet Camaro LT 2LT,2015,Chevrolet,Camaro,great Value,,58710,21691
2017 Toyota 4Runner Limited Edition,2017,Toyota,4Runner,great Value,,42960,42452
2014 Toyota RAV4 Limited Edition,2014,Toyota,RAV4,great Value,,142272,17600
2017 Kia Niro EX,2017,Kia,Niro,great Value,,136376,15981
2018 Dodge Durango Citadel Anodized Platinum,2018,Dodge,Durango,great Value,,58492,40000
